"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|NL","Generation - Solar  [MW] Intraday / BZN|NL","Generation - Solar  [MW] Current / BZN|NL","Generation - Wind Offshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Offshore  [MW] Intraday / BZN|NL","Generation - Wind Offshore  [MW] Current / BZN|NL","Generation - Wind Onshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Onshore  [MW] Intraday / BZN|NL","Generation - Wind Onshore  [MW] Current / BZN|NL"
"03.01.2021 14:00 - 03.01.2021 14:15","430","430","n/e","566","566","n/e","1121","1121","n/e"
"03.01.2021 14:15 - 03.01.2021 14:30","368","368","n/e","587","587","n/e","1148","1148","n/e"
"03.01.2021 14:30 - 03.01.2021 14:45","310","310","n/e","607","607","n/e","1185","1185","n/e"
"03.01.2021 14:45 - 03.01.2021 15:00","251","251","n/e","628","628","n/e","1221","1221","n/e"
"03.01.2021 15:00 - 03.01.2021 15:15","192","192","n/e","648","648","n/e","1256","1256","n/e"
"03.01.2021 15:15 - 03.01.2021 15:30","153","153","n/e","663","663","n/e","1285","1285","n/e"
"03.01.2021 15:30 - 03.01.2021 15:45","113","113","n/e","675","675","n/e","1307","1307","n/e"
"03.01.2021 15:45 - 03.01.2021 16:00","75","75","n/e","686","686","n/e","1327","1327","n/e"
"03.01.2021 16:00 - 03.01.2021 16:15","34","34","n/e","697","697","n/e","1350","1350","n/e"
"03.01.2021 16:15 - 03.01.2021 16:30","28","28","n/e","708","708","n/e","1376","1376","n/e"
"03.01.2021 16:30 - 03.01.2021 16:45","17","17","n/e","718","718","n/e","1404","1404","n/e"
"03.01.2021 16:45 - 03.01.2021 17:00","8","8","n/e","729","729","n/e","1434","1434","n/e"
"03.01.2021 17:00 - 03.01.2021 17:15","0","0","n/e","740","740","n/e","1463","1463","n/e"
"03.01.2021 17:15 - 03.01.2021 17:30","0","0","n/e","749","749","n/e","1498","1498","n/e"
"03.01.2021 17:30 - 03.01.2021 17:45","0","0","n/e","757","757","n/e","1542","1542","n/e"
"03.01.2021 17:45 - 03.01.2021 18:00","0","0","n/e","765","765","n/e","1584","1584","n/e"
"03.01.2021 18:00 - 03.01.2021 18:15","0","0","n/e","772","772","n/e","1627","1627","n/e"
"03.01.2021 18:15 - 03.01.2021 18:30","0","0","n/e","781","781","n/e","1660","1660","n/e"
"03.01.2021 18:30 - 03.01.2021 18:45","0","0","n/e","791","791","n/e","1685","1685","n/e"
"03.01.2021 18:45 - 03.01.2021 19:00","0","0","n/e","801","801","n/e","1710","1710","n/e"
"03.01.2021 19:00 - 03.01.2021 19:15","0","0","n/e","811","811","n/e","1736","1736","n/e"
"03.01.2021 19:15 - 03.01.2021 19:30","0","0","n/e","816","816","n/e","1758","1758","n/e"
"03.01.2021 19:30 - 03.01.2021 19:45","0","0","n/e","817","817","n/e","1781","1781","n/e"
"03.01.2021 19:45 - 03.01.2021 20:00","0","0","n/e","817","817","n/e","1806","1806","n/e"
"03.01.2021 20:00 - 03.01.2021 20:15","0","0","n/e","818","818","n/e","1829","1829","n/e"
"03.01.2021 20:15 - 03.01.2021 20:30","0","0","n/e","818","818","n/e","1846","1846","n/e"
"03.01.2021 20:30 - 03.01.2021 20:45","0","0","n/e","817","817","n/e","1855","1855","n/e"
"03.01.2021 20:45 - 03.01.2021 21:00","0","0","n/e","816","816","n/e","1864","1864","n/e"
"03.01.2021 21:00 - 03.01.2021 21:15","0","0","n/e","815","815","n/e","1872","1872","n/e"
"03.01.2021 21:15 - 03.01.2021 21:30","0","0","n/e","816","816","n/e","1874","1874","n/e"
"03.01.2021 21:30 - 03.01.2021 21:45","0","0","n/e","821","821","n/e","1866","1866","n/e"
"03.01.2021 21:45 - 03.01.2021 22:00","0","0","n/e","826","826","n/e","1859","1859","n/e"
"03.01.2021 22:00 - 03.01.2021 22:15","0","0","n/e","831","831","n/e","1851","1851","n/e"
"03.01.2021 22:15 - 03.01.2021 22:30","0","0","n/e","833","833","n/e","1842","1842","n/e"
"03.01.2021 22:30 - 03.01.2021 22:45","0","0","n/e","833","833","n/e","1837","1837","n/e"
"03.01.2021 22:45 - 03.01.2021 23:00","0","0","n/e","834","834","n/e","1830","1830","n/e"
"03.01.2021 23:00 - 03.01.2021 23:15","0","0","n/e","834","834","n/e","1824","1824","n/e"
"03.01.2021 23:15 - 03.01.2021 23:30","0","0","n/e","834","834","n/e","1819","1819","n/e"
"03.01.2021 23:30 - 03.01.2021 23:45","0","0","n/e","834","834","n/e","1816","1816","n/e"
"03.01.2021 23:45 - 04.01.2021 00:00","0","0","n/e","833","833","n/e","1809","1809","n/e"
"04.01.2021 00:00 - 04.01.2021 00:15","0","0","n/e","833","833","n/e","1893","1893","n/e"
"04.01.2021 00:15 - 04.01.2021 00:30","0","0","n/e","835","835","n/e","1898","1898","n/e"
"04.01.2021 00:30 - 04.01.2021 00:45","0","0","n/e","837","837","n/e","1895","1895","n/e"
"04.01.2021 00:45 - 04.01.2021 01:00","0","0","n/e","838","838","n/e","1892","1892","n/e"
"04.01.2021 01:00 - 04.01.2021 01:15","0","0","n/e","840","840","n/e","1890","1890","n/e"
"04.01.2021 01:15 - 04.01.2021 01:30","0","0","n/e","842","842","n/e","1887","1887","n/e"
"04.01.2021 01:30 - 04.01.2021 01:45","0","0","n/e","842","842","n/e","1887","1887","n/e"
"04.01.2021 01:45 - 04.01.2021 02:00","0","0","n/e","843","843","n/e","1889","1889","n/e"
"04.01.2021 02:00 - 04.01.2021 02:15","0","0","n/e","844","844","n/e","1889","1889","n/e"
"04.01.2021 02:15 - 04.01.2021 02:30","0","0","n/e","844","844","n/e","1893","1893","n/e"
"04.01.2021 02:30 - 04.01.2021 02:45","0","0","n/e","844","844","n/e","1899","1899","n/e"
"04.01.2021 02:45 - 04.01.2021 03:00","0","0","n/e","844","844","n/e","1908","1908","n/e"
"04.01.2021 03:00 - 04.01.2021 03:15","0","0","n/e","845","845","n/e","1915","1915","n/e"
"04.01.2021 03:15 - 04.01.2021 03:30","0","0","n/e","845","845","n/e","1924","1924","n/e"
"04.01.2021 03:30 - 04.01.2021 03:45","0","0","n/e","846","846","n/e","1934","1934","n/e"
"04.01.2021 03:45 - 04.01.2021 04:00","0","0","n/e","847","847","n/e","1942","1942","n/e"
"04.01.2021 04:00 - 04.01.2021 04:15","0","0","n/e","848","848","n/e","1952","1952","n/e"
"04.01.2021 04:15 - 04.01.2021 04:30","0","0","n/e","849","849","n/e","1965","1965","n/e"
"04.01.2021 04:30 - 04.01.2021 04:45","0","0","n/e","848","848","n/e","1983","1983","n/e"
"04.01.2021 04:45 - 04.01.2021 05:00","0","0","n/e","848","848","n/e","2002","2002","n/e"
"04.01.2021 05:00 - 04.01.2021 05:15","0","0","n/e","847","847","n/e","2021","2021","n/e"
"04.01.2021 05:15 - 04.01.2021 05:30","0","0","n/e","847","847","n/e","2032","2032","n/e"
"04.01.2021 05:30 - 04.01.2021 05:45","0","0","n/e","848","848","n/e","2033","2033","n/e"
"04.01.2021 05:45 - 04.01.2021 06:00","0","0","n/e","849","849","n/e","2035","2035","n/e"
"04.01.2021 06:00 - 04.01.2021 06:15","0","0","n/e","850","850","n/e","2037","2037","n/e"
"04.01.2021 06:15 - 04.01.2021 06:30","0","0","n/e","850","850","n/e","2029","2029","n/e"
"04.01.2021 06:30 - 04.01.2021 06:45","0","0","n/e","850","850","n/e","2015","2015","n/e"
"04.01.2021 06:45 - 04.01.2021 07:00","0","0","n/e","850","850","n/e","2003","2003","n/e"
"04.01.2021 07:00 - 04.01.2021 07:15","0","0","n/e","850","850","n/e","1985","1985","n/e"
"04.01.2021 07:15 - 04.01.2021 07:30","0","0","n/e","850","850","n/e","1980","1980","n/e"
"04.01.2021 07:30 - 04.01.2021 07:45","0","0","n/e","851","851","n/e","1981","1981","n/e"
"04.01.2021 07:45 - 04.01.2021 08:00","0","0","n/e","851","851","n/e","1980","1980","n/e"
"04.01.2021 08:00 - 04.01.2021 08:15","0","0","n/e","852","852","n/e","1981","1981","n/e"
"04.01.2021 08:15 - 04.01.2021 08:30","15","15","n/e","851","851","n/e","1976","1976","n/e"
"04.01.2021 08:30 - 04.01.2021 08:45","29","29","n/e","850","850","n/e","1967","1967","n/e"
"04.01.2021 08:45 - 04.01.2021 09:00","39","39","n/e","849","849","n/e","1959","1959","n/e"
"04.01.2021 09:00 - 04.01.2021 09:15","53","53","n/e","847","847","n/e","1952","1952","n/e"
"04.01.2021 09:15 - 04.01.2021 09:30","70","70","n/e","845","845","n/e","1947","1947","n/e"
"04.01.2021 09:30 - 04.01.2021 09:45","87","87","n/e","844","844","n/e","1951","1951","n/e"
"04.01.2021 09:45 - 04.01.2021 10:00","101","101","n/e","842","842","n/e","1950","1950","n/e"
"04.01.2021 10:00 - 04.01.2021 10:15","118","118","n/e","840","840","n/e","1949","1949","n/e"
"04.01.2021 10:15 - 04.01.2021 10:30","133","133","n/e","839","839","n/e","1951","1951","n/e"
"04.01.2021 10:30 - 04.01.2021 10:45","150","150","n/e","839","839","n/e","1950","1950","n/e"
"04.01.2021 10:45 - 04.01.2021 11:00","161","161","n/e","839","839","n/e","1951","1951","n/e"
"04.01.2021 11:00 - 04.01.2021 11:15","176","176","n/e","838","838","n/e","1952","1952","n/e"
"04.01.2021 11:15 - 04.01.2021 11:30","185","185","n/e","838","838","n/e","1951","1951","n/e"
"04.01.2021 11:30 - 04.01.2021 11:45","189","189","n/e","839","839","n/e","1950","1950","n/e"
"04.01.2021 11:45 - 04.01.2021 12:00","196","196","n/e","839","839","n/e","1949","1949","n/e"
"04.01.2021 12:00 - 04.01.2021 12:15","203","203","n/e","840","840","n/e","1950","1950","n/e"
"04.01.2021 12:15 - 04.01.2021 12:30","199","199","n/e","839","839","n/e","1946","1946","n/e"
"04.01.2021 12:30 - 04.01.2021 12:45","195","195","n/e","838","838","n/e","1936","1936","n/e"
"04.01.2021 12:45 - 04.01.2021 13:00","195","195","n/e","837","837","n/e","1926","1926","n/e"
"04.01.2021 13:00 - 04.01.2021 13:15","192","192","n/e","837","837","n/e","1916","1916","n/e"
"04.01.2021 13:15 - 04.01.2021 13:30","177","177","n/e","836","836","n/e","1906","1906","n/e"
"04.01.2021 13:30 - 04.01.2021 13:45","165","165","n/e","837","837","n/e","1898","1898","n/e"
"04.01.2021 13:45 - 04.01.2021 14:00","150","150","n/e","837","837","n/e","1889","1889","n/e"
"04.01.2021 14:00 - 04.01.2021 14:15","139","139","n/e","838","838","n/e","1878","1878","n/e"
"04.01.2021 14:15 - 04.01.2021 14:30","118","118","n/e","839","839","n/e","1872","1872","n/e"
"04.01.2021 14:30 - 04.01.2021 14:45","97","97","n/e","841","841","n/e","1871","1871","n/e"
"04.01.2021 14:45 - 04.01.2021 15:00","80","80","n/e","843","843","n/e","1866","1866","n/e"
"04.01.2021 15:00 - 04.01.2021 15:15","58","58","n/e","845","845","n/e","1865","1865","n/e"
"04.01.2021 15:15 - 04.01.2021 15:30","46","46","n/e","847","847","n/e","1864","1864","n/e"
"04.01.2021 15:30 - 04.01.2021 15:45","37","37","n/e","849","849","n/e","1861","1861","n/e"
"04.01.2021 15:45 - 04.01.2021 16:00","25","25","n/e","851","851","n/e","1858","1858","n/e"
"04.01.2021 16:00 - 04.01.2021 16:15","13","13","n/e","853","853","n/e","1854","1854","n/e"
"04.01.2021 16:15 - 04.01.2021 16:30","8","8","n/e","853","853","n/e","1855","1855","n/e"
"04.01.2021 16:30 - 04.01.2021 16:45","6","6","n/e","853","853","n/e","1857","1857","n/e"
"04.01.2021 16:45 - 04.01.2021 17:00","2","2","n/e","852","852","n/e","1858","1858","n/e"
"04.01.2021 17:00 - 04.01.2021 17:15","0","0","n/e","852","852","n/e","1860","1860","n/e"
"04.01.2021 17:15 - 04.01.2021 17:30","0","0","n/e","852","852","n/e","1862","1862","n/e"
"04.01.2021 17:30 - 04.01.2021 17:45","0","0","n/e","851","851","n/e","1863","1863","n/e"
"04.01.2021 17:45 - 04.01.2021 18:00","0","0","n/e","851","851","n/e","1864","1864","n/e"
"04.01.2021 18:00 - 04.01.2021 18:15","0","0","n/e","850","850","n/e","1867","1867","n/e"
"04.01.2021 18:15 - 04.01.2021 18:30","0","0","n/e","849","849","n/e","1866","1866","n/e"
"04.01.2021 18:30 - 04.01.2021 18:45","0","0","n/e","846","846","n/e","1862","1862","n/e"
"04.01.2021 18:45 - 04.01.2021 19:00","0","0","n/e","844","844","n/e","1859","1859","n/e"
"04.01.2021 19:00 - 04.01.2021 19:15","0","0","n/e","842","842","n/e","1855","1855","n/e"
"04.01.2021 19:15 - 04.01.2021 19:30","0","0","n/e","839","839","n/e","1855","1855","n/e"
"04.01.2021 19:30 - 04.01.2021 19:45","0","0","n/e","837","837","n/e","1856","1856","n/e"
"04.01.2021 19:45 - 04.01.2021 20:00","0","0","n/e","835","835","n/e","1858","1858","n/e"
"04.01.2021 20:00 - 04.01.2021 20:15","0","0","n/e","833","833","n/e","1858","1858","n/e"
"04.01.2021 20:15 - 04.01.2021 20:30","0","0","n/e","830","830","n/e","1855","1855","n/e"
"04.01.2021 20:30 - 04.01.2021 20:45","0","0","n/e","827","827","n/e","1847","1847","n/e"
"04.01.2021 20:45 - 04.01.2021 21:00","0","0","n/e","825","825","n/e","1841","1841","n/e"
"04.01.2021 21:00 - 04.01.2021 21:15","0","0","n/e","822","822","n/e","1834","1834","n/e"
"04.01.2021 21:15 - 04.01.2021 21:30","0","0","n/e","821","821","n/e","1819","1819","n/e"
"04.01.2021 21:30 - 04.01.2021 21:45","0","0","n/e","823","823","n/e","1800","1800","n/e"
"04.01.2021 21:45 - 04.01.2021 22:00","0","0","n/e","825","825","n/e","1779","1779","n/e"
"04.01.2021 22:00 - 04.01.2021 22:15","0","0","n/e","826","826","n/e","1759","1759","n/e"
"04.01.2021 22:15 - 04.01.2021 22:30","0","0","n/e","827","827","n/e","1737","1737","n/e"
"04.01.2021 22:30 - 04.01.2021 22:45","0","0","n/e","827","827","n/e","1713","1713","n/e"
"04.01.2021 22:45 - 04.01.2021 23:00","0","0","n/e","827","827","n/e","1691","1691","n/e"
"04.01.2021 23:00 - 04.01.2021 23:15","0","0","n/e","826","826","n/e","1665","1665","n/e"
"04.01.2021 23:15 - 04.01.2021 23:30","0","0","n/e","825","825","n/e","1646","1646","n/e"
"04.01.2021 23:30 - 04.01.2021 23:45","0","0","n/e","823","823","n/e","1629","1629","n/e"
"04.01.2021 23:45 - 05.01.2021 00:00","0","0","n/e","821","821","n/e","1615","1615","n/e"
"05.01.2021 00:00 - 05.01.2021 00:15","0","0","n/e","806","806","n/e","1634","1634","n/e"
"05.01.2021 00:15 - 05.01.2021 00:30","0","0","n/e","806","806","n/e","1619","1619","n/e"
"05.01.2021 00:30 - 05.01.2021 00:45","0","0","n/e","807","807","n/e","1597","1597","n/e"
"05.01.2021 00:45 - 05.01.2021 01:00","0","0","n/e","807","807","n/e","1574","1574","n/e"
"05.01.2021 01:00 - 05.01.2021 01:15","0","0","n/e","807","807","n/e","1554","1554","n/e"
"05.01.2021 01:15 - 05.01.2021 01:30","0","0","n/e","806","806","n/e","1534","1534","n/e"
"05.01.2021 01:30 - 05.01.2021 01:45","0","0","n/e","806","806","n/e","1521","1521","n/e"
"05.01.2021 01:45 - 05.01.2021 02:00","0","0","n/e","806","806","n/e","1507","1507","n/e"
"05.01.2021 02:00 - 05.01.2021 02:15","0","0","n/e","805","805","n/e","1495","1495","n/e"
"05.01.2021 02:15 - 05.01.2021 02:30","0","0","n/e","804","804","n/e","1479","1479","n/e"
"05.01.2021 02:30 - 05.01.2021 02:45","0","0","n/e","802","802","n/e","1460","1460","n/e"
"05.01.2021 02:45 - 05.01.2021 03:00","0","0","n/e","800","800","n/e","1444","1444","n/e"
"05.01.2021 03:00 - 05.01.2021 03:15","0","0","n/e","798","798","n/e","1426","1426","n/e"
"05.01.2021 03:15 - 05.01.2021 03:30","0","0","n/e","796","796","n/e","1412","1412","n/e"
"05.01.2021 03:30 - 05.01.2021 03:45","0","0","n/e","795","795","n/e","1398","1398","n/e"
"05.01.2021 03:45 - 05.01.2021 04:00","0","0","n/e","793","793","n/e","1384","1384","n/e"
"05.01.2021 04:00 - 05.01.2021 04:15","0","0","n/e","792","792","n/e","1370","1370","n/e"
"05.01.2021 04:15 - 05.01.2021 04:30","0","0","n/e","790","790","n/e","1352","1352","n/e"
"05.01.2021 04:30 - 05.01.2021 04:45","0","0","n/e","789","789","n/e","1326","1326","n/e"
"05.01.2021 04:45 - 05.01.2021 05:00","0","0","n/e","788","788","n/e","1300","1300","n/e"
"05.01.2021 05:00 - 05.01.2021 05:15","0","0","n/e","786","786","n/e","1275","1275","n/e"
"05.01.2021 05:15 - 05.01.2021 05:30","0","0","n/e","781","781","n/e","1244","1244","n/e"
"05.01.2021 05:30 - 05.01.2021 05:45","0","0","n/e","772","772","n/e","1214","1214","n/e"
"05.01.2021 05:45 - 05.01.2021 06:00","0","0","n/e","762","762","n/e","1180","1180","n/e"
"05.01.2021 06:00 - 05.01.2021 06:15","0","0","n/e","753","753","n/e","1150","1150","n/e"
"05.01.2021 06:15 - 05.01.2021 06:30","0","0","n/e","741","741","n/e","1123","1123","n/e"
"05.01.2021 06:30 - 05.01.2021 06:45","0","0","n/e","728","728","n/e","1100","1100","n/e"
"05.01.2021 06:45 - 05.01.2021 07:00","0","0","n/e","714","714","n/e","1078","1078","n/e"
"05.01.2021 07:00 - 05.01.2021 07:15","0","0","n/e","700","700","n/e","1056","1056","n/e"
"05.01.2021 07:15 - 05.01.2021 07:30","0","0","n/e","689","689","n/e","1037","1037","n/e"
"05.01.2021 07:30 - 05.01.2021 07:45","0","0","n/e","682","682","n/e","1025","1025","n/e"
"05.01.2021 07:45 - 05.01.2021 08:00","0","0","n/e","674","674","n/e","1011","1011","n/e"
"05.01.2021 08:00 - 05.01.2021 08:15","0","0","n/e","666","666","n/e","996","996","n/e"
"05.01.2021 08:15 - 05.01.2021 08:30","16","16","n/e","656","656","n/e","981","981","n/e"
"05.01.2021 08:30 - 05.01.2021 08:45","36","36","n/e","643","643","n/e","959","959","n/e"
"05.01.2021 08:45 - 05.01.2021 09:00","50","50","n/e","631","631","n/e","938","938","n/e"
"05.01.2021 09:00 - 05.01.2021 09:15","66","66","n/e","618","618","n/e","917","917","n/e"
"05.01.2021 09:15 - 05.01.2021 09:30","85","85","n/e","612","612","n/e","907","907","n/e"
"05.01.2021 09:30 - 05.01.2021 09:45","106","106","n/e","611","611","n/e","906","906","n/e"
"05.01.2021 09:45 - 05.01.2021 10:00","122","122","n/e","611","611","n/e","904","904","n/e"
"05.01.2021 10:00 - 05.01.2021 10:15","142","142","n/e","611","611","n/e","904","904","n/e"
"05.01.2021 10:15 - 05.01.2021 10:30","154","154","n/e","609","609","n/e","904","904","n/e"
"05.01.2021 10:30 - 05.01.2021 10:45","166","166","n/e","605","605","n/e","908","908","n/e"
"05.01.2021 10:45 - 05.01.2021 11:00","177","177","n/e","601","601","n/e","914","914","n/e"
"05.01.2021 11:00 - 05.01.2021 11:15","191","191","n/e","597","597","n/e","917","917","n/e"
"05.01.2021 11:15 - 05.01.2021 11:30","195","195","n/e","593","593","n/e","924","924","n/e"
"05.01.2021 11:30 - 05.01.2021 11:45","200","200","n/e","589","589","n/e","936","936","n/e"
"05.01.2021 11:45 - 05.01.2021 12:00","207","207","n/e","586","586","n/e","947","947","n/e"
"05.01.2021 12:00 - 05.01.2021 12:15","211","211","n/e","582","582","n/e","960","960","n/e"
"05.01.2021 12:15 - 05.01.2021 12:30","207","207","n/e","577","577","n/e","966","966","n/e"
"05.01.2021 12:30 - 05.01.2021 12:45","205","205","n/e","573","573","n/e","968","968","n/e"
"05.01.2021 12:45 - 05.01.2021 13:00","200","200","n/e","568","568","n/e","965","965","n/e"
"05.01.2021 13:00 - 05.01.2021 13:15","196","196","n/e","564","564","n/e","969","969","n/e"
"05.01.2021 13:15 - 05.01.2021 13:30","183","183","n/e","566","566","n/e","973","973","n/e"
"05.01.2021 13:30 - 05.01.2021 13:45","171","171","n/e","574","574","n/e","985","985","n/e"
"05.01.2021 13:45 - 05.01.2021 14:00","154","154","n/e","582","582","n/e","995","995","n/e"
"05.01.2021 14:00 - 05.01.2021 14:15","142","142","n/e","590","590","n/e","1006","1006","n/e"
"05.01.2021 14:15 - 05.01.2021 14:30","122","122","n/e","599","599","n/e","1016","1016","n/e"
"05.01.2021 14:30 - 05.01.2021 14:45","100","100","n/e","609","609","n/e","1027","1027","n/e"
"05.01.2021 14:45 - 05.01.2021 15:00","82","82","n/e","618","618","n/e","1036","1036","n/e"
"05.01.2021 15:00 - 05.01.2021 15:15","60","60","n/e","628","628","n/e","1046","1046","n/e"
"05.01.2021 15:15 - 05.01.2021 15:30","50","50","n/e","635","635","n/e","1060","1060","n/e"
"05.01.2021 15:30 - 05.01.2021 15:45","39","39","n/e","640","640","n/e","1072","1072","n/e"
"05.01.2021 15:45 - 05.01.2021 16:00","27","27","n/e","645","645","n/e","1084","1084","n/e"
"05.01.2021 16:00 - 05.01.2021 16:15","13","13","n/e","649","649","n/e","1099","1099","n/e"
"05.01.2021 16:15 - 05.01.2021 16:30","11","11","n/e","652","652","n/e","1106","1106","n/e"
"05.01.2021 16:30 - 05.01.2021 16:45","7","7","n/e","652","652","n/e","1105","1105","n/e"
"05.01.2021 16:45 - 05.01.2021 17:00","3","3","n/e","652","652","n/e","1103","1103","n/e"
"05.01.2021 17:00 - 05.01.2021 17:15","0","0","n/e","652","652","n/e","1102","1102","n/e"
"05.01.2021 17:15 - 05.01.2021 17:30","0","0","n/e","654","654","n/e","1101","1101","n/e"
"05.01.2021 17:30 - 05.01.2021 17:45","0","0","n/e","657","657","n/e","1099","1099","n/e"
"05.01.2021 17:45 - 05.01.2021 18:00","0","0","n/e","660","660","n/e","1096","1096","n/e"
"05.01.2021 18:00 - 05.01.2021 18:15","0","0","n/e","664","664","n/e","1095","1095","n/e"
"05.01.2021 18:15 - 05.01.2021 18:30","0","0","n/e","663","663","n/e","1083","1083","n/e"
"05.01.2021 18:30 - 05.01.2021 18:45","0","0","n/e","658","658","n/e","1062","1062","n/e"
"05.01.2021 18:45 - 05.01.2021 19:00","0","0","n/e","654","654","n/e","1040","1040","n/e"
"05.01.2021 19:00 - 05.01.2021 19:15","0","0","n/e","649","649","n/e","1018","1018","n/e"
"05.01.2021 19:15 - 05.01.2021 19:30","0","0","n/e","639","639","n/e","999","999","n/e"
"05.01.2021 19:30 - 05.01.2021 19:45","0","0","n/e","624","624","n/e","981","981","n/e"
"05.01.2021 19:45 - 05.01.2021 20:00","0","0","n/e","609","609","n/e","962","962","n/e"
"05.01.2021 20:00 - 05.01.2021 20:15","0","0","n/e","594","594","n/e","944","944","n/e"
"05.01.2021 20:15 - 05.01.2021 20:30","0","0","n/e","583","583","n/e","927","927","n/e"
"05.01.2021 20:30 - 05.01.2021 20:45","0","0","n/e","576","576","n/e","912","912","n/e"
"05.01.2021 20:45 - 05.01.2021 21:00","0","0","n/e","570","570","n/e","895","895","n/e"
"05.01.2021 21:00 - 05.01.2021 21:15","0","0","n/e","563","563","n/e","878","878","n/e"
"05.01.2021 21:15 - 05.01.2021 21:30","0","0","n/e","554","554","n/e","871","871","n/e"
"05.01.2021 21:30 - 05.01.2021 21:45","0","0","n/e","544","544","n/e","869","869","n/e"
"05.01.2021 21:45 - 05.01.2021 22:00","0","0","n/e","533","533","n/e","868","868","n/e"
"05.01.2021 22:00 - 05.01.2021 22:15","0","0","n/e","522","522","n/e","865","865","n/e"
"05.01.2021 22:15 - 05.01.2021 22:30","0","0","n/e","512","512","n/e","858","858","n/e"
"05.01.2021 22:30 - 05.01.2021 22:45","0","0","n/e","505","505","n/e","849","849","n/e"
"05.01.2021 22:45 - 05.01.2021 23:00","0","0","n/e","498","498","n/e","838","838","n/e"
"05.01.2021 23:00 - 05.01.2021 23:15","0","0","n/e","490","490","n/e","825","825","n/e"
"05.01.2021 23:15 - 05.01.2021 23:30","0","0","n/e","486","486","n/e","815","815","n/e"
"05.01.2021 23:30 - 05.01.2021 23:45","0","0","n/e","486","486","n/e","798","798","n/e"
"05.01.2021 23:45 - 06.01.2021 00:00","0","0","n/e","485","485","n/e","782","782","n/e"
"06.01.2021 00:00 - 06.01.2021 00:15","0","0","n/e","520","520","n/e","865","865","n/e"
"06.01.2021 00:15 - 06.01.2021 00:30","0","0","n/e","513","513","n/e","856","856","n/e"
"06.01.2021 00:30 - 06.01.2021 00:45","0","0","n/e","502","502","n/e","855","855","n/e"
"06.01.2021 00:45 - 06.01.2021 01:00","0","0","n/e","490","490","n/e","849","849","n/e"
"06.01.2021 01:00 - 06.01.2021 01:15","0","0","n/e","479","479","n/e","844","844","n/e"
"06.01.2021 01:15 - 06.01.2021 01:30","0","0","n/e","471","471","n/e","831","831","n/e"
"06.01.2021 01:30 - 06.01.2021 01:45","0","0","n/e","466","466","n/e","816","816","n/e"
"06.01.2021 01:45 - 06.01.2021 02:00","0","0","n/e","462","462","n/e","798","798","n/e"
"06.01.2021 02:00 - 06.01.2021 02:15","0","0","n/e","458","458","n/e","780","780","n/e"
"06.01.2021 02:15 - 06.01.2021 02:30","0","0","n/e","455","455","n/e","764","764","n/e"
"06.01.2021 02:30 - 06.01.2021 02:45","0","0","n/e","454","454","n/e","743","743","n/e"
"06.01.2021 02:45 - 06.01.2021 03:00","0","0","n/e","453","453","n/e","724","724","n/e"
"06.01.2021 03:00 - 06.01.2021 03:15","0","0","n/e","452","452","n/e","704","704","n/e"
"06.01.2021 03:15 - 06.01.2021 03:30","0","0","n/e","447","447","n/e","685","685","n/e"
"06.01.2021 03:30 - 06.01.2021 03:45","0","0","n/e","438","438","n/e","665","665","n/e"
"06.01.2021 03:45 - 06.01.2021 04:00","0","0","n/e","429","429","n/e","648","648","n/e"
"06.01.2021 04:00 - 06.01.2021 04:15","0","0","n/e","420","420","n/e","629","629","n/e"
"06.01.2021 04:15 - 06.01.2021 04:30","0","0","n/e","408","408","n/e","612","612","n/e"
"06.01.2021 04:30 - 06.01.2021 04:45","0","0","n/e","394","394","n/e","596","596","n/e"
"06.01.2021 04:45 - 06.01.2021 05:00","0","0","n/e","381","381","n/e","580","580","n/e"
